,area_type,availability,location,total_sqft,bath,price,price_per_sqft,bhk
453,3,2,Amruthahalli,1100,2,45.0,4090.909090909091,2
454,4,2,Amruthahalli,1200,2,55.0,4583.333333333333,2
458,4,2,Amruthahalli,1450,2,85.0,5862.068965517241,3
459,4,2,Amruthahalli,1200,2,55.0,4583.333333333333,2
460,4,2,Amruthahalli,1250,2,79.0,6320.0,2
461,4,2,Amruthahalli,1190,2,50.0,4201.680672268908,2
462,4,2,Amruthahalli,1202,2,65.0,5407.65391014975,2
463,4,2,Amruthahalli,1340,2,75.0,5597.014925373134,2
464,4,2,Amruthahalli,2650,4,175.0,6603.773584905661,3
465,3,2,Amruthahalli,1450,2,90.0,6206.896551724138,3
466,4,2,Amruthahalli,1025,2,42.0,4097.5609756097565,2
467,3,2,Amruthahalli,485,1,19.5,4020.618556701031,1
468,4,1,Anandapura,1167,2,43.76,3749.7857754927163,2
469,1,1,Anandapura,1000,2,55.0,5500.0,2
470,4,1,Anandapura,1141,2,42.79,3750.219106047327,2
472,1,2,Anandapura,1200,2,67.0,5583.333333333333,2
473,1,2,Anandapura,1200,2,58.0,4833.333333333333,2
474,4,2,Anandapura,1151,2,43.1,3744.5699391833186,2
475,4,2,Anandapura,1141,2,42.75,3746.7134092900965,2
476,1,2,Anandapura,900,2,48.0,5333.333333333333,2
477,1,2,Anandapura,1749,4,90.0,5145.797598627787,4
478,4,2,Anandapura,1151,2,42.9,3727.193744569939,2
480,3,2,Anandapura,1250,2,45.0,3600.0,2
481,1,2,Anandapura,875,2,57.0,6514.285714285715,2
482,4,1,Anandapura,1151,2,43.16,3749.7827975673326,2
483,3,2,Anandapura,1200,2,58.0,4833.333333333333,2
484,1,2,Anandapura,1200,2,66.0,5500.0,3
485,1,2,Anandapura,1415,2,74.0,5229.681978798587,3
486,4,2,Anandapura,1200,2,50.0,4166.666666666667,2
487,4,2,Anandapura,1141,2,50.0,4382.120946538124,2
489,4,1,Ananth Nagar,500,1,14.0,2800.0,1
490,4,2,Ananth Nagar,1100,2,31.5,2863.6363636363635,2
491,4,1,Ananth Nagar,982,2,24.55,2500.0,2
492,4,1,Ananth Nagar,500,2,14.0,2800.0,1
493,4,1,Ananth Nagar,900,2,22.5,2500.0,2
494,4,2,Ananth Nagar,908,2,26.0,2863.4361233480176,2
495,4,2,Ananth Nagar,870,2,36.0,4137.931034482759,2
496,4,2,Ananth Nagar,937,2,35.0,3735.325506937033,2
497,3,2,Ananth Nagar,960,2,37.0,3854.1666666666665,2
498,4,1,Ananth Nagar,500,1,14.0,2800.0,1
499,4,1,Ananth Nagar,1000,2,29.7,2970.0,2
500,3,2,Ananth Nagar,850,2,25.99,3057.6470588235293,2
501,4,2,Ananth Nagar,902,2,25.26,2800.4434589800444,2
502,3,2,Ananth Nagar,1470,3,54.0,3673.469387755102,3
503,3,2,Ananth Nagar,810,2,25.5,3148.1481481481483,2
504,4,2,Ananth Nagar,890,2,27.0,3033.7078651685392,2
505,4,1,Ananth Nagar,1200,2,36.0,3000.0,2
507,4,2,Ananth Nagar,1319,3,42.0,3184.230477634572,3
508,4,1,Ananth Nagar,1000,2,25.0,2500.0,2
509,4,2,Ananth Nagar,902,2,25.0,2771.6186252771618,2
510,4,2,Ananth Nagar,930,2,25.99,2794.6236559139784,2
511,4,1,Ananth Nagar,1074,2,26.85,2500.0,2
512,4,1,Ananth Nagar,500,1,14.0,2800.0,1
513,4,2,Ananth Nagar,1010,2,38.0,3762.3762376237623,2
514,4,1,Ananth Nagar,992,2,24.8,2500.0,2
516,4,2,Anekal,656,2,22.0,3353.6585365853657,2
517,4,2,Anekal,620,2,22.0,3548.3870967741937,2
518,4,2,Anekal,600,1,16.5,2750.0,1
519,4,2,Anekal,925,2,40.0,4324.324324324324,2
520,4,1,Anekal,530,1,18.0,3396.2264150943397,1
521,1,2,Anekal,1800,3,68.0,3777.777777777778,3
523,3,2,Anekal,351,1,16.0,4558.404558404558,1
524,4,2,Anekal,1035,2,38.3,3700.483091787439,2
525,4,2,Anekal,888,2,34.0,3828.828828828829,2
529,1,2,Anekal,1200,2,36.0,3000.0,4
530,4,2,Anekal,766,2,28.0,3655.3524804177546,2
531,3,2,Anekal,967,2,45.0,4653.567735263702,3
532,3,2,Anekal,620,1,23.5,3790.3225806451615,2
533,4,2,Anekal,1150,3,45.0,3913.0434782608695,3
536,3,2,Anekal,400,1,11.5,2875.0,1
537,4,2,Anekal,456,1,15.0,3289.4736842105262,1
540,1,2,Anekal,2400,4,95.0,3958.3333333333335,3
544,3,2,Anekal,420,1,12.5,2976.190476190476,1
545,4,2,Anekal,614,1,28.0,4560.260586319218,2
546,4,1,Anekal,1140,2,52.0,4561.403508771929,2
547,4,1,Anekal,625,1,25.0,4000.0,2
548,3,2,Anjanapura,1850,4,86.0,4648.648648648648,4
549,4,1,Anjanapura,1070,2,39.0,3644.8598130841124,2
550,1,1,Anjanapura,1500,3,121.0,8066.666666666667,3
551,4,1,Anjanapura,1070,2,37.0,3457.9439252336447,2
552,4,2,Anjanapura,950,2,40.0,4210.526315789473,2
553,3,2,Anjanapura,1280,2,45.0,3515.625,3
554,4,2,Anjanapura,710,2,25.0,3521.1267605633802,2
556,3,2,Anjanapura,950,2,32.0,3368.4210526315787,2
557,4,2,Anjanapura,1800,4,55.0,3055.5555555555557,4
558,4,2,Anjanapura,1843,3,87.54,4749.864351600651,3
559,4,1,Anjanapura,1076,2,30.13,2800.185873605948,2
560,3,2,Anjanapura,950,2,30.0,3157.8947368421054,2
561,4,2,Ardendale,1750,3,100.0,5714.285714285715,3
562,3,2,Ardendale,3198,4,200.0,6253.908692933083,4
563,4,2,Ardendale,2422,4,160.0,6606.110652353427,4
564,4,2,Ardendale,1750,3,100.0,5714.285714285715,3
565,1,2,Ardendale,3200,4,205.0,6406.25,4
566,4,2,Ardendale,1728,3,95.0,5497.685185185185,3
567,4,2,Ardendale,2062,3,140.0,6789.524733268671,4
568,4,2,Ardendale,1732,3,92.0,5310.367916142364,3
569,4,2,Ardendale,2062,3,150.0,7274.4907856450045,4
571,4,2,Ardendale,1224,2,70.0,5718.954248366013,2
572,4,2,Ardendale,1777,3,105.0,5907.970696465346,3
573,4,2,Ardendale,1650,3,82.0,4969.69696969697,3
574,4,2,Ardendale,2062,3,140.0,6789.524733268671,4
575,3,2,Ardendale,1650,3,82.0,4969.69696969697,3
576,4,2,Ardendale,1224,2,67.0,5473.856209150327,2
577,4,2,Ardendale,1723,3,95.0,5513.6390017411495,3
578,4,2,Ardendale,1777,3,89.0,5007.7084950991975,3
579,4,2,Ardendale,1777,3,92.0,5176.507657855351,3
580,4,2,Arekere,1222,2,45.0,3682.4877250409168,2
581,4,2,Arekere,2060,3,140.0,6796.116504854369,3
582,3,2,Arekere,920,2,40.0,4347.826086956522,2
583,3,2,Arekere,1740,2,95.0,5459.770114942528,3
584,3,2,Arekere,1190,2,55.0,4621.848739495798,2
585,3,2,Arekere,600,1,28.0,4666.666666666667,1
586,4,1,Arekere,2072,3,108.0,5212.355212355213,3
587,4,2,Arekere,1100,2,55.0,5000.0,2
588,4,2,Arekere,1445,2,125.0,8650.519031141868,3
589,4,2,Arekere,900,2,50.0,5555.555555555556,2
590,4,2,Arekere,2060,3,150.0,7281.553398058252,3
592,1,2,Arekere,2400,3,180.0,7500.0,3
593,4,2,Arekere,1240,2,60.0,4838.709677419355,2
594,4,2,Arekere,900,2,44.5,4944.444444444444,2
595,4,2,Attibele,450,1,11.0,2444.4444444444443,1
596,3,2,Attibele,1600,4,52.8,3300.0,4
597,3,2,Attibele,656,2,25.0,3810.9756097560976,2
598,3,2,Attibele,400,1,11.0,2750.0,1
599,3,2,Attibele,400,1,12.0,3000.0,1
600,3,2,Attibele,400,1,14.0,3500.0,1
601,4,2,Attibele,500,1,17.0,3400.0,1
602,1,2,Attibele,2168,4,95.0,4381.918819188192,4
603,3,2,Attibele,395,1,10.25,2594.9367088607596,1
604,3,2,Attibele,420,1,17.0,4047.6190476190477,1
606,3,2,Attibele,418,1,12.0,2870.813397129187,1
607,3,2,Attibele,1200,2,42.0,3500.0,2
608,4,2,Attibele,400,1,10.0,2500.0,1
609,4,2,Attibele,695,1,25.0,3597.122302158273,2
610,4,2,Attibele,850,1,25.0,2941.176470588235,2
611,3,2,Attibele,2400,3,120.0,5000.0,3
612,3,2,Attibele,450,1,12.5,2777.777777777778,1
616,4,2,Attibele,782,1,19.55,2500.0,1
618,4,2,Attibele,656,2,25.0,3810.9756097560976,2
619,3,2,Attibele,400,1,11.5,2875.0,1
620,2,2,Attibele,460,1,13.0,2826.086956521739,1
621,4,2,Attibele,418,2,11.5,2751.196172248804,1
622,1,1,Attibele,1000,2,42.0,4200.0,2
623,4,2,Attibele,550,1,11.5,2090.909090909091,1
625,3,2,Attibele,410,1,10.0,2439.0243902439024,1
626,1,2,Attibele,1700,3,65.0,3823.529411764706,3
627,4,2,Attibele,400,1,10.25,2562.5,1
628,4,2,Attibele,656,2,25.0,3810.9756097560976,2
629,1,2,Attibele,1500,3,90.0,6000.0,3
630,3,2,Attibele,520,1,15.0,2884.6153846153848,1
631,4,2,BEML Layout,1060,2,55.0,5188.679245283019,2
633,3,2,BEML Layout,999,2,45.0,4504.504504504504,2
634,1,2,BEML Layout,1196,3,150.0,12541.80602006689,4
635,1,2,BEML Layout,2400,4,225.0,9375.0,5
637,4,2,BEML Layout,1194,2,65.0,5443.886097152429,2
638,4,2,BEML Layout,1200,2,67.0,5583.333333333333,2
639,1,2,BEML Layout,2400,2,228.0,9500.0,2
642,4,2,BEML Layout,1194,2,65.0,5443.886097152429,2
643,1,2,BTM 2nd Stage,1260,5,185.0,14682.539682539682,3
644,2,2,BTM 2nd Stage,950,2,52.0,5473.684210526316,2
645,3,2,BTM 2nd Stage,1850,3,170.0,9189.18918918919,3
646,4,2,BTM 2nd Stage,1200,2,80.0,6666.666666666667,2
647,4,2,BTM 2nd Stage,1274,2,70.0,5494.505494505494,2
649,4,2,BTM 2nd Stage,1070,2,48.0,4485.981308411215,2
650,3,2,BTM 2nd Stage,1280,2,80.0,6250.0,2
651,3,2,BTM 2nd Stage,1100,2,70.0,6363.636363636364,2
652,4,2,BTM 2nd Stage,1000,2,58.0,5800.0,2
653,1,2,BTM 2nd Stage,2990,5,416.0,13913.04347826087,5
654,4,2,BTM 2nd Stage,1265,2,55.0,4347.826086956522,2
655,4,2,BTM 2nd Stage,2200,3,220.0,10000.0,3
656,4,2,BTM 2nd Stage,2780,4,325.0,11690.647482014389,3
657,1,2,BTM 2nd Stage,2400,2,360.0,15000.0,3
658,4,2,BTM 2nd Stage,965,2,56.0,5803.108808290155,2
659,4,2,BTM 2nd Stage,1147,2,75.0,6538.7968613775065,2
660,3,2,BTM 2nd Stage,1750,3,172.0,9828.57142857143,3
661,4,2,BTM 2nd Stage,1400,2,90.0,6428.571428571428,2
662,4,2,BTM 2nd Stage,1200,2,70.0,5833.333333333333,2
663,4,2,BTM 2nd Stage,1100,2,47.0,4272.727272727273,2
664,4,2,BTM 2nd Stage,930,2,46.0,4946.236559139785,2
666,4,2,BTM 2nd Stage,2500,3,345.0,13800.0,3
667,4,2,BTM Layout,1150,2,63.0,5478.260869565217,2
668,3,2,BTM Layout,3300,6,165.0,5000.0,6
669,3,2,BTM Layout,1450,2,81.0,5586.206896551724,3
670,4,2,BTM Layout,1776,2,75.0,4222.972972972973,3
671,4,2,BTM Layout,1458,3,79.0,5418.38134430727,3
672,3,2,BTM Layout,935,2,51.5,5508.0213903743315,2
673,4,2,BTM Layout,1020,2,46.5,4558.823529411765,2
674,4,2,BTM Layout,1600,3,112.0,7000.0,3
675,3,2,BTM Layout,1300,2,75.0,5769.2307692307695,3
676,3,2,BTM Layout,1540,2,78.0,5064.935064935065,3
677,4,2,BTM Layout,450,1,20.0,4444.444444444444,1
678,3,2,BTM Layout,2400,3,220.0,9166.666666666666,3
679,4,2,BTM Layout,1196,2,56.81,4750.0,2
680,4,2,BTM Layout,1470,2,99.0,6734.693877551021,3
683,4,2,Babusapalaya,1611,2,66.0,4096.83426443203,3
685,4,2,Babusapalaya,1675,3,75.0,4477.611940298508,3
686,4,2,Babusapalaya,1141,2,46.0,4031.5512708150745,2
687,4,2,Babusapalaya,1084,2,58.0,5350.553505535056,2
688,3,2,Babusapalaya,1500,2,57.0,3800.0,2
690,4,2,Babusapalaya,1050,2,45.0,4285.714285714285,2
691,4,2,Babusapalaya,1141,2,45.9,4022.787028921998,2
693,4,2,Babusapalaya,1230,3,53.0,4308.943089430894,3
694,3,2,Babusapalaya,1105,2,40.0,3619.9095022624433,2
695,4,2,Babusapalaya,1410,2,65.0,4609.929078014185,3
696,3,2,Babusapalaya,1305,2,70.0,5363.984674329502,2
697,4,2,Babusapalaya,1450,2,55.99,3861.3793103448274,2
698,4,2,Babusapalaya,1100,2,38.0,3454.5454545454545,2
700,4,2,Babusapalaya,1061,2,33.84,3189.4439208294066,2
701,4,1,Babusapalaya,1061,2,38.95,3671.065032987748,2
702,4,2,Babusapalaya,1061,2,34.0,3204.5240339302545,2
703,4,2,Babusapalaya,1245,2,58.0,4658.634538152611,2
704,4,1,Badavala Nagar,1494,2,94.55,6328.647925033467,3
705,4,1,Badavala Nagar,1274,2,81.0,6357.9277864992155,2
706,4,1,Badavala Nagar,1842,3,115.0,6243.213897937025,3
707,4,2,Badavala Nagar,1494,2,94.55,6328.647925033467,3
708,4,1,Badavala Nagar,1274,2,81.0,6357.9277864992155,2
709,4,1,Badavala Nagar,1494,2,94.55,6328.647925033467,3
710,4,1,Badavala Nagar,1842,3,115.0,6243.213897937025,3
711,4,1,Badavala Nagar,1842,3,115.0,6243.213897937025,3
712,4,1,Badavala Nagar,1842,3,115.0,6243.213897937025,3
713,4,2,Balagere,1210,2,80.9,6685.950413223141,2
714,4,2,Balagere,1210,2,72.0,5950.413223140496,2
715,4,2,Balagere,1205,2,78.5,6514.522821576764,2
716,4,1,Balagere,790,1,41.9,5300.44275774826,1
719,4,1,Balagere,1020,2,68.38,6703.461527150097,2
720,4,1,Balagere,1205,2,81.0,6719.370867794304,2
721,4,1,Balagere,1007,2,65.0,6454.816285998014,2
723,4,1,Balagere,1210,2,74.0,6115.702479338843,2
724,4,2,Balagere,1210,2,83.0,6859.504132231405,2
725,3,1,Balagere,675,1,45.0,6666.666666666667,1
726,4,2,Balagere,656,1,43.0,6554.878048780488,1
728,4,1,Balagere,1012,2,64.0,6324.110671936759,2
729,4,2,Balagere,1007,2,62.0,6156.901688182721,2
730,3,2,Balagere,1007,2,67.0,6653.4260178748755,2
731,4,2,Balagere,1007,2,66.0,6554.121151936445,2
734,4,1,Balagere,645,1,34.18,5299.224806201551,1
737,4,1,Balagere,790,1,42.295,5350.411132194813,1
738,4,1,Balagere,1012,2,65.0,6422.924901185771,2
739,4,1,Balagere,656,1,38.77,5910.0609756097565,1
740,4,1,Balagere,645,1,39.0,6046.511627906977,1
741,3,1,Balagere,645,1,41.0,6356.589147286822,1
742,4,1,Balagere,1210,2,82.0,6776.859504132231,2
743,4,1,Balagere,656,1,34.77,5300.304878048782,1
744,4,1,Balagere,1205,2,73.87,6130.290456431535,2
745,4,1,Balagere,1012,2,70.0,6916.99604743083,2
746,4,1,Balagere,1007,2,68.0,6752.730883813307,2
748,4,2,Balagere,1205,2,79.0,6556.016597510374,2
749,3,2,Balagere,1012,2,68.0,6719.367588932806,2
751,4,2,Banashankari,1077,2,37.64,3494.8932219127205,2
752,4,1,Banashankari,1470,2,88.64,6029.931972789115,3
753,3,2,Banashankari,1300,2,75.0,5769.2307692307695,3
754,4,2,Banashankari,1800,3,115.0,6388.888888888889,3
755,3,2,Banashankari,1125,2,63.0,5600.0,2
757,4,1,Banashankari,1310,2,80.0,6106.8702290076335,2
758,4,1,Banashankari,2600,4,135.0,5192.307692307692,3
759,4,2,Banashankari,1900,2,170.0,8947.368421052632,3
760,4,2,Banashankari,1260,2,75.0,5952.380952380952,2
761,4,2,Banashankari,1170,2,46.79,3999.1452991452993,2
763,3,2,Banashankari,1350,2,83.0,6148.148148148148,3
765,4,2,Banashankari,1330,2,78.0,5864.661654135339,2
766,4,2,Banashankari,1400,2,78.0,5571.428571428572,3
767,4,2,Banashankari,1700,3,125.0,7352.941176470588,3
768,4,2,Banashankari,1020,2,40.79,3999.0196078431372,2
769,4,2,Banashankari,1600,2,63.98,3998.75,2
770,4,2,Banashankari,1041,2,36.44,3500.480307396734,2
771,4,2,Banashankari,2400,1,200.0,8333.333333333334,1
772,4,2,Banashankari,1390,2,86.0,6187.050359712231,2
773,4,2,Banashankari,1460,2,70.0,4794.520547945205,2
774,4,2,Banashankari,1200,2,60.0,5000.0,2
775,4,2,Banashankari,1290,2,80.0,6201.550387596899,2
776,4,2,Banashankari,2582,5,250.0,9682.416731216112,3
777,3,2,Banashankari,1186,2,65.0,5480.607082630691,2
778,4,2,Banashankari,1650,3,101.0,6121.212121212121,3
780,4,2,Banashankari,1181,2,75.0,6350.550381033023,2
781,4,2,Banashankari,1105,2,90.0,8144.796380090498,2
782,4,2,Banashankari,720,1,60.0,8333.333333333334,1
783,4,2,Banashankari,1040,2,45.0,4326.923076923077,2
784,4,2,Banashankari,1330,2,77.0,5789.473684210527,2
785,4,2,Banashankari,1200,2,49.0,4083.3333333333335,2
786,4,2,Banashankari,1185,2,67.0,5654.008438818565,2
787,4,1,Banashankari,1000,2,50.0,5000.0,2
788,4,1,Banashankari,1650,3,90.75,5500.0,3
789,4,1,Banashankari,1650,3,101.0,6121.212121212121,3
790,4,2,Banashankari,1310,2,80.43,6139.69465648855,2
791,3,2,Banashankari,600,1,27.0,4500.0,2
792,4,1,Banashankari,1430,2,87.8,6139.8601398601395,2
793,4,2,Banashankari,1020,2,42.83,4199.019607843137,2
795,3,2,Banashankari,1540,3,80.0,5194.805194805195,3
796,4,2,Banashankari,1195,2,35.84,2999.1631799163183,2
797,4,2,Banashankari,1683,3,115.0,6833.036244800951,3
798,3,2,Banashankari,1800,3,125.0,6944.444444444444,3
799,4,2,Banashankari,1175,2,41.13,3500.4255319148942,2
800,4,2,Banashankari,1750,2,89.0,5085.714285714285,3
801,4,2,Banashankari,1800,3,175.0,9722.222222222223,3
802,4,2,Banashankari,1450,2,50.75,3500.0,2
803,4,1,Banashankari,1770,3,108.0,6101.6949152542375,3
804,4,2,Banashankari,1800,3,125.0,6944.444444444444,3
806,4,2,Banashankari,1886,3,205.0,10869.565217391304,3
808,4,1,Banashankari,1200,3,74.52,6210.0,3
809,4,2,Banashankari,1100,2,63.0,5727.272727272727,2
810,4,2,Banashankari,1020,2,40.79,3999.0196078431372,2
811,4,2,Banashankari,1260,2,75.0,5952.380952380952,2
812,1,2,Banashankari,1040,2,109.0,10480.76923076923,3
814,4,2,Banashankari,1426,3,85.0,5960.729312762974,3
815,4,2,Banashankari Stage II,1700,2,150.0,8823.529411764706,2
816,1,2,Banashankari Stage II,1200,2,150.0,12500.0,4
817,4,2,Banashankari Stage II,1500,2,120.0,8000.0,3
818,1,2,Banashankari Stage II,2400,3,510.0,21250.0,5
819,1,2,Banashankari Stage II,500,2,55.0,11000.0,2
820,1,2,Banashankari Stage II,1050,3,125.0,11904.761904761905,4
821,4,2,Banashankari Stage II,1240,2,59.52,4800.0,3
822,3,2,Banashankari Stage II,1250,2,110.0,8800.0,2
823,4,2,Banashankari Stage II,1260,2,95.0,7539.68253968254,3
824,1,2,Banashankari Stage II,2400,2,300.0,12500.0,3
825,4,2,Banashankari Stage II,1400,2,100.0,7142.857142857143,2
826,4,2,Banashankari Stage II,2800,3,425.0,15178.57142857143,5
827,3,2,Banashankari Stage II,3000,3,450.0,15000.0,3
828,3,2,Banashankari Stage II,1200,2,198.0,16500.0,3
829,4,2,Banashankari Stage II,1245,2,125.0,10040.160642570281,2
830,4,1,Banashankari Stage III,1305,2,58.7,4498.08429118774,3
831,4,1,Banashankari Stage III,1145,2,58.4,5100.436681222707,2
832,4,1,Banashankari Stage III,1650,3,118.0,7151.515151515152,3
833,1,2,Banashankari Stage III,2400,4,240.0,10000.0,4
834,4,2,Banashankari Stage III,1350,2,68.0,5037.037037037037,3
836,4,2,Banashankari Stage III,1305,2,59.0,4521.072796934866,3
837,4,2,Banashankari Stage III,1305,2,60.0,4597.701149425287,3
838,4,2,Banashankari Stage III,1200,2,42.0,3500.0,2
839,4,2,Banashankari Stage III,1305,2,59.0,4521.072796934866,3
840,4,1,Banashankari Stage III,1480,3,75.48,5100.0,3
841,4,2,Banashankari Stage III,1305,2,59.0,4521.072796934866,3
842,3,1,Banashankari Stage III,1304,2,111.0,8512.269938650306,2
843,1,2,Banashankari Stage III,1200,6,170.0,14166.666666666666,4
844,1,2,Banashankari Stage III,1050,3,147.0,14000.0,4
845,3,2,Banashankari Stage III,1000,2,120.0,12000.0,3
846,3,2,Banashankari Stage III,3000,6,150.0,5000.0,6
847,4,2,Banashankari Stage III,1085,2,50.0,4608.294930875576,2
848,4,1,Banashankari Stage III,1500,2,100.0,6666.666666666667,3
849,1,2,Banashankari Stage III,1560,9,200.0,12820.51282051282,9
850,1,2,Banashankari Stage III,1350,1,145.0,10740.74074074074,1
851,3,2,Banashankari Stage III,2100,3,147.0,7000.0,4
852,4,2,Banashankari Stage III,1420,2,95.0,6690.140845070423,3
853,4,2,Banashankari Stage V,1300,2,58.5,4500.0,3
854,4,2,Banashankari Stage V,1305,2,49.0,3754.7892720306513,3
855,4,2,Banashankari Stage V,1035,2,35.77,3456.038647342996,2
856,4,2,Banashankari Stage V,1355,2,61.0,4501.845018450184,3
857,4,2,Banashankari Stage V,1510,3,47.57,3150.3311258278145,3
858,4,1,Banashankari Stage V,1650,3,51.98,3150.3030303030305,3
859,4,1,Banashankari Stage V,1630,3,51.35,3150.306748466258,3
860,4,1,Banashankari Stage V,1510,3,47.57,3150.3311258278145,3
861,4,2,Banashankari Stage V,1315,2,49.0,3726.235741444867,3
862,4,1,Banashankari Stage V,1540,3,48.51,3150.0,3
863,4,2,Banashankari Stage V,920,2,41.5,4510.869565217391,2
864,4,1,Banashankari Stage VI,1177,2,59.935,5090.0212314225055,2
865,3,2,Banashankari Stage VI,4800,4,190.0,3958.3333333333335,4
866,1,2,Banashankari Stage VI,2200,4,195.0,8863.636363636364,4
867,4,1,Banashankari Stage VI,1160,2,59.0,5086.206896551724,2
868,4,1,Banashankari Stage VI,1180,2,59.47,5039.830508474576,2
869,4,1,Banashankari Stage VI,1423,2,71.73,5040.758959943781,3
870,4,1,Banashankari Stage VI,1392,3,69.46,4989.942528735632,3
871,4,1,Banashankari Stage VI,1410,2,70.385,4990.074441687346,3
872,1,2,Banashankari Stage VI,4800,3,200.0,4166.666666666667,4
873,4,2,Banaswadi,1184,2,53.0,4476.351351351352,2
874,4,2,Banaswadi,1145,2,55.0,4803.493449781659,2
875,4,2,Banaswadi,1250,2,60.0,4800.0,2
876,4,2,Banaswadi,1365,2,73.0,5347.985347985348,2
877,1,2,Banaswadi,1903,6,140.0,7356.8050446663165,5
878,4,2,Banaswadi,1222,2,80.0,6546.6448445171845,2
879,4,2,Banaswadi,870,2,38.0,4367.816091954023,2
880,4,2,Banaswadi,1200,2,60.0,5000.0,2
882,4,2,Banaswadi,527,1,35.0,6641.366223908918,1
883,4,2,Banaswadi,1340,2,73.0,5447.761194029851,2
884,4,2,Banaswadi,1008,2,52.0,5158.730158730159,2
885,1,2,Banaswadi,2250,5,240.0,10666.666666666666,5
886,3,2,Banaswadi,1105,2,57.0,5158.371040723982,2
887,1,2,Banjara Layout,1200,5,96.0,8000.0,5
888,1,2,Banjara Layout,1200,2,70.0,5833.333333333333,2
889,3,2,Banjara Layout,1050,2,64.8,6171.428571428572,2
890,1,2,Banjara Layout,753,3,59.5,7901.726427622842,2
891,1,2,Banjara Layout,900,3,79.0,8777.777777777777,3
892,1,2,Banjara Layout,2500,4,140.0,5600.0,3
893,1,1,Banjara Layout,1200,4,105.0,8750.0,4
894,1,2,Bannerghatta,810,4,50.0,6172.83950617284,4
895,4,2,Bannerghatta,1665,3,110.0,6606.606606606607,3
896,4,1,Bannerghatta,2370,4,195.0,8227.848101265823,3
897,4,1,Bannerghatta,1100,2,66.0,6000.0,2
898,4,1,Bannerghatta,1113,2,70.0,6289.308176100629,2
899,4,2,Bannerghatta,1200,2,73.2,6100.0,2
900,4,2,Bannerghatta,1070,2,87.0,8130.841121495327,2
901,1,1,Bannerghatta,940,4,45.0,4787.234042553191,4
902,4,1,Bannerghatta,1776,3,124.0,6981.981981981982,3
903,3,2,Bannerghatta Road,500,1,18.5,3700.0,1
904,4,2,Bannerghatta Road,1050,2,65.0,6190.476190476191,2
905,4,2,Bannerghatta Road,1170,2,66.0,5641.025641025641,3
906,4,1,Bannerghatta Road,595,1,33.32,5600.0,1
907,2,2,Bannerghatta Road,1445,3,95.0,6574.39446366782,3
908,4,2,Bannerghatta Road,1640,2,120.0,7317.073170731707,3
910,4,2,Bannerghatta Road,1460,2,90.0,6164.3835616438355,3
912,4,1,Bannerghatta Road,1179,2,66.02,5599.660729431722,2
913,4,1,Bannerghatta Road,1122,2,58.935,5250.334075723831,2
914,3,2,Bannerghatta Road,793,2,45.0,5674.653215636822,2
916,4,2,Bannerghatta Road,1400,2,78.0,5571.428571428572,2
918,3,2,Bannerghatta Road,1215,2,50.0,4115.22633744856,2
919,4,2,Bannerghatta Road,1654,3,100.0,6045.949214026602,3
920,3,2,Bannerghatta Road,1181,2,55.0,4657.070279424217,2
922,4,2,Bannerghatta Road,1200,2,75.0,6250.0,2
924,4,1,Bannerghatta Road,595,1,31.83,5349.579831932773,1
925,4,1,Bannerghatta Road,1105,2,51.0,4615.384615384615,2
926,4,2,Bannerghatta Road,1255,2,65.26,5200.000000000001,2
928,4,2,Bannerghatta Road,1550,3,82.0,5290.322580645161,3
930,4,2,Bannerghatta Road,1650,3,122.0,7393.939393939394,3
931,3,2,Bannerghatta Road,912,2,55.0,6030.701754385965,2
932,4,2,Bannerghatta Road,1218,2,73.0,5993.431855500821,2
934,4,1,Bannerghatta Road,1115,2,65.12,5840.358744394619,2
936,4,2,Bannerghatta Road,1893,3,100.0,5282.620179609086,3
937,3,2,Bannerghatta Road,1600,3,95.0,5937.5,3
938,4,2,Bannerghatta Road,1275,2,65.0,5098.0392156862745,2
939,4,2,Bannerghatta Road,892,2,39.0,4372.197309417041,2
941,4,2,Bannerghatta Road,1260,2,70.0,5555.555555555556,2
943,3,2,Bannerghatta Road,1157,2,40.0,3457.216940363008,2
944,3,2,Bannerghatta Road,1150,2,65.0,5652.173913043478,2
946,4,2,Bannerghatta Road,1100,2,39.0,3545.4545454545455,2
948,4,2,Bannerghatta Road,1725,3,110.0,6376.811594202899,3
949,1,2,Bannerghatta Road,1850,6,150.0,8108.108108108108,6
951,3,2,Bannerghatta Road,950,2,38.0,4000.0,2
952,3,2,Bannerghatta Road,1220,2,80.0,6557.377049180328,2
953,4,2,Bannerghatta Road,1130,2,78.0,6902.654867256637,2
955,4,1,Bannerghatta Road,1486,3,83.22,5600.269179004038,3
957,3,2,Bannerghatta Road,1015,2,48.0,4729.064039408867,2
958,4,1,Bannerghatta Road,1115,2,61.0,5470.85201793722,2
959,4,2,Bannerghatta Road,1136,2,48.0,4225.352112676056,2
960,4,2,Bannerghatta Road,2700,4,260.0,9629.62962962963,4
961,4,2,Bannerghatta Road,1200,2,69.0,5750.0,3
962,4,2,Bannerghatta Road,1465,2,76.0,5187.713310580205,3
963,4,2,Bannerghatta Road,1302,2,67.73,5200.0,2
964,4,2,Bannerghatta Road,1200,2,65.0,5416.666666666667,2
965,4,2,Bannerghatta Road,1240,2,65.0,5241.935483870968,2
966,4,1,Bannerghatta Road,1476,3,125.0,8468.834688346884,3
